Date,cdd,hdd,pcp,pdsi,phdi,pmdi,tavg,tmax,tmin,zndx
199701,9,548,1.24,0.55,-1.94,-0.62,44.9,56.0,33.7,-0.79
199702,13,371,3.79,1.52,-0.72,1.38,49.0,59.2,38.9,3.06
199703,78,180,2.42,1.68,1.68,1.68,59.4,72.2,46.7,0.97
199704,44,139,4.91,3.11,3.11,3.11,59.7,71.2,48.1,4.8
199705,223,11,3.52,3.18,3.18,3.18,70.5,82.1,59.0,1.18
199706,414,0,4.55,4.09,4.09,4.09,77.6,88.8,66.4,3.7
199707,580,0,1.37,4.19,4.19,4.19,82.7,94.7,70.8,1.58
199708,558,0,2.32,3.8,3.8,3.78,81.8,93.7,69.8,0.11
199709,435,0,2.15,2.86,2.86,2.15,78.0,90.4,65.6,-1.63
199710,144,49,3.27,2.88,2.88,2.48,66.0,78.2,53.9,0.93
199711,16,323,1.81,2.71,2.71,2.41,52.5,64.2,40.8,0.38
199712,5,527,2.84,3.07,3.07,3.07,45.0,56.8,33.2,1.92
199801,33,389,2.16,3.02,3.02,3.02,50.6,63.1,38.1,0.8
199802,19,336,2.64,3.33,3.33,3.33,51.1,62.9,39.4,1.86
199803,38,275,2.35,3.52,3.52,3.52,55.0,67.4,42.7,1.61
199804,79,87,0.67,-0.46,2.7,2.1,63.0,77.4,48.7,-1.37
199805,402,0,0.7,-1.83,1.01,-1.29,77.2,91.2,63.2,-4.25
199806,586,0,1.14,-2.98,-2.98,-2.98,83.9,97.0,70.8,-4.03
199807,688,0,1.2,-3.85,-3.85,-3.85,86.4,99.2,73.6,-3.52
199808,597,0,3.69,0.51,-2.94,-2.29,82.3,93.9,70.6,1.52
199809,484,0,3.39,0.32,-2.78,-2.23,79.5,91.0,68.1,-0.41
199810,198,28,5.18,1.24,-1.53,0.13,68.5,79.2,57.7,2.87
199811,62,176,3.15,1.79,-0.7,1.62,58.5,68.9,48.1,2.02
199812,10,437,1.72,1.82,1.82,1.82,48.2,59.8,36.7,0.64
199901,29,396,1.72,1.78,1.78,1.78,50.3,64.2,36.5,0.44
199902,50,216,0.23,0.76,0.76,-0.52,56.6,70.9,42.2,-2.5
199903,62,223,2.84,1.26,1.26,0.79,57.6,69.4,45.7,1.74
