Date,cdd,hdd,pcp,pdsi,phdi,pmdi,tavg,tmax,tmin,zndx
199701,0,1387,0.25,3.02,3.02,2.8,21.2,32.8,9.5,-0.08
199702,0,1002,0.73,3.03,3.03,3.03,29.4,39.3,19.6,0.95
199703,0,741,0.29,2.11,2.11,1.3,40.2,55.1,25.2,-1.83
199704,0,625,2.28,2.4,2.4,2.16,42.4,54.4,30.4,1.52
199705,24,291,2.8,2.26,2.26,2.08,55.2,68.8,41.7,0.32
199706,218,26,3.35,1.96,1.96,1.66,69.4,82.3,56.6,-0.18
199707,332,9,2.85,2.07,2.07,2.07,74.2,87.1,61.3,0.93
199708,230,21,2.83,2.25,2.25,2.25,71.0,82.9,59.2,1.19
199709,116,83,2.66,2.36,2.36,2.36,64.9,77.9,51.9,1.02
199710,7,369,3.06,3.32,3.32,3.32,51.6,64.7,38.4,3.61
199711,0,893,0.57,3.01,3.01,3.0,34.6,46.1,23.1,0.11
199712,0,1104,0.47,2.76,2.76,2.76,29.4,38.3,20.4,0.17
199801,0,1221,0.32,2.45,2.45,2.34,26.6,37.4,15.8,-0.09
199802,0,819,0.61,2.21,2.21,2.07,35.2,44.1,26.2,0.05
199803,0,1027,2.02,2.75,2.75,2.75,31.8,41.3,22.3,2.29
199804,0,473,2.15,2.78,2.78,2.78,47.4,60.0,34.8,0.94
199805,116,121,2.95,2.33,2.33,2.07,61.9,75.5,48.3,-0.48
199806,146,60,4.78,2.99,2.99,2.99,65.0,77.6,52.5,2.7
199807,353,7,4.18,3.89,3.89,3.89,75.2,86.7,63.8,3.62
199808,304,9,2.71,4.12,4.12,4.12,73.4,85.6,61.1,1.9
199809,196,34,1.01,3.07,3.07,2.3,69.1,83.7,54.4,-1.87
199810,10,340,2.93,3.88,3.88,3.88,51.7,63.3,40.0,3.36
199811,0,689,2.07,4.4,4.4,4.4,40.6,51.1,30.2,2.78
199812,0,1076,0.2,3.86,3.86,3.7,29.3,42.6,16.0,-0.27
199901,0,1268,0.32,3.5,3.5,3.32,26.4,37.7,15.1,0.11
199902,0,800,0.53,3.07,3.07,2.76,37.0,50.0,24.0,-0.2
199903,0,802,0.87,2.52,2.52,1.9,39.2,52.0,26.4,-0.69
199904,0,461,4.2,3.65,3.65,3.65,47.1,57.9,36.2,4.15
199905,56,199,3.69,3.74,3.74,3.74,58.2,70.5,45.8,1.4
199906,155,52,5.31,4.46,4.46,4.46,66.9,78.2,55.6,3.32
199907,403,1,2.36,4.25,4.25,4.25,76.1,88.7,63.5,0.75
199908,237,19,3.08,4.5,4.5,4.5,71.8,84.4,59.2,2.05
199909,61,145,1.67,0.03,4.06,4.04,60.3,74.7,46.0,0.09
199910,5,390,0.13,-0.67,2.98,2.13,51.2,67.5,34.9,-2.01
199911,0,567,0.39,-1.24,2.03,0.42,45.0,60.9,29.2,-1.92
199912,0,1025,0.29,-1.4,1.54,-0.34,32.5,44.8,20.2,-0.85
200001,0,1142,0.3,-1.48,1.15,-0.88,28.6,40.7,16.4,-0.68
200002,0,825,0.99,-1.21,1.15,-0.66,35.0,47.7,22.3,0.36
200003,7,682,1.55,-1.36,0.76,-1.18,41.9,54.6,29.3,-0.81
200004,0,440,1.81,-1.55,-1.55,-1.55,48.7,63.9,33.6,-1.01
200005,106,130,2.82,-2.02,-2.02,-2.02,61.6,75.1,48.0,-1.89
200006,182,39,2.7,-2.41,-2.41,-2.41,67.6,82.0,53.1,-1.78
200007,326,9,3.35,-2.23,-2.23,-2.23,75.2,88.0,62.2,-0.23
200008,377,4,1.22,-3.23,-3.23,-3.23,76.4,90.2,62.6,-3.67
200009,117,82,1.49,-3.47,-3.47,-3.47,64.5,80.0,49.1,-1.73
200010,12,318,2.35,0.53,-2.59,-1.9,52.7,65.9,39.6,1.58
200011,0,1036,1.38,0.93,-1.86,-0.6,28.2,38.4,18.0,1.37
200012,0,1507,0.4,0.64,-1.87,-0.82,18.7,28.6,8.7,-0.58
200101,0,1202,0.95,0.92,-1.33,0.09,27.5,38.4,16.6,1.04
200102,0,1223,0.99,1.12,-0.9,0.77,22.0,31.3,12.8,0.88
200103,0,925,0.72,0.62,-1.19,0.03,35.8,46.1,25.4,-1.16
200104,7,369,3.83,1.31,1.31,1.31,50.6,63.5,37.7,2.26
200105,78,165,4.34,1.68,1.68,1.68,59.8,71.9,47.6,1.52
200106,189,35,2.09,-0.63,0.87,-0.16,68.5,81.8,55.1,-1.9
200107,402,1,3.85,0.58,1.36,1.14,77.1,89.2,64.9,1.74
200108,314,9,2.16,0.35,1.05,0.52,73.9,87.4,60.4,-0.52
200109,86,111,2.76,0.69,1.31,1.23,63.6,76.9,50.3,1.13
200110,5,391,1.09,0.51,1.07,0.74,51.0,65.3,36.6,-0.32
200111,0,533,1.59,0.68,1.18,1.11,43.9,57.7,30.0,0.66
200112,0,1035,0.11,-0.41,0.65,-0.22,30.3,41.9,18.8,-1.22
200201,0,1085,0.23,-0.64,-0.64,-0.64,29.5,42.2,16.9,-0.84
200202,0,952,0.26,-0.93,-0.93,-0.93,31.8,45.8,17.8,-1.07
200203,0,1031,0.82,-1.17,-1.17,-1.17,30.1,42.3,17.9,-0.99
200204,5,407,1.5,-1.7,-1.7,-1.7,49.9,64.3,35.6,-1.96
200205,33,255,2.43,-2.09,-2.09,-2.09,56.0,69.8,42.1,-1.7
200206,329,9,1.47,-3.53,-3.53,-3.53,73.9,87.9,59.8,-4.96
200207,442,0,1.12,-4.87,-4.87,-4.87,78.3,92.6,64.0,-5.12
200208,292,11,3.52,-4.31,-4.31,-4.18,73.0,86.2,59.8,0.18
200209,115,84,1.42,-4.53,-4.53,-4.53,64.3,77.6,50.9,-2.0
200210,0,575,2.63,-2.99,-2.99,-1.72,44.4,55.3,33.5,3.21
200211,0,828,0.16,-3.2,-3.2,-2.47,37.1,49.1,25.1,-1.54
200212,0,1022,0.09,-3.4,-3.4,-3.21,31.8,44.5,19.0,-1.61
200301,0,1241,0.37,-3.32,-3.32,-3.32,26.9,39.2,14.5,-0.8
200302,0,1122,0.67,-3.12,-3.12,-3.12,25.0,36.4,13.6,-0.41
200303,0,792,1.2,-3.29,-3.29,-3.29,38.7,52.0,25.4,-1.48
200304,6,394,3.23,-2.76,-2.76,-2.47,50.5,63.1,38.0,0.57
200305,36,240,3.24,-2.64,-2.64,-2.49,57.4,69.6,45.2,-0.49
200306,146,57,4.25,-2.02,-2.02,-1.39,66.1,78.2,54.0,1.05
200307,375,6,1.43,-2.69,-2.69,-2.69,76.4,90.7,62.0,-2.65
200308,356,5,1.35,-3.52,-3.52,-3.52,75.5,89.3,61.6,-3.3
200309,53,154,2.21,-3.14,-3.14,-3.06,61.1,76.1,46.1,0.04
